NonResidential,Electric
Residential,Gas
MidriseApartment,Gas
HighriseApartment,Gas
LargeOffice,Electric
MediumOffice,Electric
SmallOffice,Electric
Retail,Electric
StripMall,Electric
PrimarySchool,Gas
SecondarySchool,Gas
SmallHotel,Gas
LargeHotel,Gas
Hospital,Gas
Outpatient,Electric
Warehouse,Electric
SuperMarket,Electric
FullServiceRestaurant,Gas
QuickServiceRestaurant,Gas
Laboratory,Gas
Courthouse,Electric
